"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2017M03","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2017M03","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2017M03","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.8",""
"2017M03","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2017M03","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2017M03","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.8",""
"2017M03","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M03","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.5",""
"2017M03","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M03","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.8",""
"2017M04","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2017M04","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2017M04","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.3",""
"2017M04","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2017M04","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2017M04","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2017M04","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2017M04","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","21.7",""
"2017M04","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.6",""
"2017M04","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2017M04","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.6",""
"2017M04","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.1",""
"2017M04","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.0",""
"2017M04","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.8",""
"2017M04","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2017M04","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2017M04","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M04","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2017M04","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2017M04","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2017M04","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2017M04","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2017M04","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2017M04","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2017M04","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2017M04","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.8",""
"2017M04","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2017M04","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M04","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.8",""
"2017M04","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.6",""
"2017M04","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.2",""
"2017M04","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M04","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.8",""
"2017M05","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2017M05","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2017M05","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.0",""
"2017M05","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2017M05","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2017M05","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2017M05","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2017M05","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","21.7",""
"2017M05","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.3",""
"2017M05","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2017M05","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.3",""
"2017M05","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.4",""
"2017M05","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.7",""
"2017M05","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2017M05","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.3",""
"2017M05","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2017M05","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M05","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2017M05","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2017M05","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2017M05","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2017M05","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2017M05","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2017M05","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2017M05","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2017M05","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.7",""
"2017M05","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2017M05","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M05","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.9",""
"2017M05","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2017M05","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.1",""
"2017M05","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M05","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2017M06","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2017M06","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2017M06","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.9",""
"2017M06","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2017M06","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2017M06","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2017M06","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2017M06","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","21.3",""
"2017M06","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","17.1",""
"2017M06","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.5",""
"2017M06","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.0",""
"2017M06","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.1",""
"2017M06","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.2",""
"2017M06","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2017M06","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2017M06","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2017M06","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2017M06","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2017M06","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2017M06","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2017M06","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.0",""
"2017M06","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2017M06","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.1",""
"2017M06","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2017M06","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2017M06","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.6",""
"2017M06","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2017M06","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2017M06","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.9",""
"2017M06","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2017M06","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.9",""
"2017M06","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2017M06","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.8",""
"2017M07","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.2",""
"2017M07","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2017M07","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.8",""
"2017M07","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2017M07","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2017M07","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2017M07","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2017M07","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","21.0",""
"2017M07","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.9",""
"2017M07","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2017M07","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.8",""
"2017M07","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.4",""
"2017M07","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2017M07","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.9",""
"2017M07","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2017M07","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2017M07","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2017M07","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2017M07","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2017M07","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2017M07","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2017M07","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2017M07","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2017M07","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2017M07","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2017M07","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2017M07","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2017M07","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2017M07","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.0",""
"2017M07","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2017M07","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.0",""
"2017M07","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2017M07","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.8",""
"2017M08","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2017M08","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2017M08","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.7",""
"2017M08","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2017M08","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.7",""
"2017M08","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2017M08","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2017M08","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","20.8",""
"2017M08","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.8",""
"2017M08","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.6",""
"2017M08","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2017M08","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.4",""
"2017M08","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2017M08","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.7",""
"2017M08","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2017M08","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2017M08","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2017M08","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2017M08","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2017M08","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2017M08","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2017M08","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.8",""
"2017M08","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2017M08","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2017M08","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2017M08","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2017M08","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2017M08","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2017M08","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.0",""
"2017M08","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2017M08","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2017M08","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M08","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.8",""
"2017M09","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.9",""
"2017M09","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2017M09","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.6",""
"2017M09","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2017M09","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.7",""
"2017M09","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2017M09","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2017M09","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","20.9",""
"2017M09","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.7",""
"2017M09","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2017M09","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.5",""
"2017M09","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.2",""
"2017M09","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2017M09","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2017M09","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2017M09","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2017M09","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2017M09","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2017M09","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2017M09","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2017M09","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2017M09","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.6",""
"2017M09","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2017M09","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.3",""
"2017M09","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2017M09","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2017M09","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2017M09","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2017M09","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.1",""
"2017M09","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2017M09","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.6",""
"2017M09","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2017M09","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.8",""
"2017M10","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2017M10","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2017M10","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.5",""
"2017M10","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2017M10","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2017M10","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2017M10","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2017M10","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","21.0",""
"2017M10","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.6",""
"2017M10","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2017M10","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2017M10","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.1",""
"2017M10","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2017M10","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.3",""
"2017M10","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2017M10","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2017M10","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2017M10","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2017M10","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2017M10","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.3",""
"2017M10","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.6",""
"2017M10","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.5",""
"2017M10","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2017M10","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2017M10","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2017M10","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2017M10","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2017M10","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2017M10","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2017M10","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2017M10","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.4",""
"2017M10","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2017M10","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.7",""
"2017M11","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2017M11","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2017M11","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.5",""
"2017M11","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2017M11","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2017M11","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2017M11","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2017M11","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","21.0",""
"2017M11","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.6",""
"2017M11","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2017M11","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.0",""
"2017M11","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.0",""
"2017M11","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.1",""
"2017M11","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2017M11","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2017M11","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2017M11","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.9",""
"2017M11","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2017M11","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M11","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2017M11","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2017M11","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2017M11","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2017M11","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.9",""
"2017M11","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.7",""
